,art,entertainment,fashion,food,gaming,health and lifestyle,mom and children,sports,tech,travel
konuk,-0.09952939679812085,0.5678346898968702,-0.05742638863418605,0.07367461145593732,-0.08050227066644844,-0.12483098444790103,-0.1537300978781063,0.04299228957318119,-0.13868127305239433,-0.029801179448830435
konular,0.018195777576020897,-0.022859074331893766,-0.0718802792995082,-0.0509807059456306,-0.02670302259667975,0.07936999551048278,0.028694748246489397,-0.07792869816758122,0.1945635780686114,-0.07047231906031083
konularda,-0.0005605690082725226,-0.014933535988468317,-0.030941820278680865,-0.011027202994641635,-0.008904697916425274,0.13077407665374555,-0.07234111673317577,-0.031947048150448326,0.028486600248527318,0.011395314167839786
konuları,0.06118487101161946,-0.0027799655074432455,-0.04800898505229417,-0.04540870527503392,-0.019395791226116243,0.13262721464634594,-0.056312100929466674,-0.001434713597807427,0.026321319565896405,-0.04679314363569995
konularında,-0.05268400265964065,0.0057980326623177135,-0.04962167478146737,0.005128790543857975,-0.02053916124623774,0.09487127595912825,-0.09452062243688754,0.01541030856595611,-0.0391621412524247,0.13531919464539827
konulu,0.2653421819273741,-0.04061701368313696,-0.09448892342051853,-0.11152096433659417,-0.038837618912802026,0.3146598313882932,0.04861800780991172,-0.07469679751526664,-0.08745643590769027,-0.18100226734956928
konum,0.11461688235774746,-0.09461068045172415,-0.10361673326308636,-0.1763979663052415,-0.0210020749069052,0.09813342035313269,-0.059089460912514546,0.017555547012326318,0.006026055403849756,0.21838501071241476
konumu,0.13594821972070065,-0.08711404584857896,-0.060589519439906654,-0.06090486217311477,-0.024013029691455946,0.15217476210372677,-0.08951958365735727,-0.058839873693032806,0.024502877938598653,0.06835505474042008
konumuz,0.036646493444472274,-0.07536267075654235,-0.07411310401989911,-0.029783140596069173,-0.026585281094213552,0.0842773793256638,0.20793603412899078,-0.06268291950608393,-0.0008228613914240047,-0.0595099295348946
konusu,0.1325752413791019,0.11731701020270015,-0.036582351022489974,-0.04278632450245509,-0.033191995559038165,0.058349084323517486,-0.07699406777154005,-0.09052037510371629,-0.05716859616649248,0.029002374220412536
konusunda,-0.08089478207305402,0.017632240940785818,-0.03696651798882101,-0.14218533150197118,-0.076949109207139,0.3040919834033881,0.1793125949223292,-0.06896196402288826,0.0069618811906520415,-0.10204099566328195
konusundaki,-0.040391409776874165,0.007306983525536904,-0.008245089445076589,-0.04601785586566249,-0.009610904249544581,0.015715512314899673,0.05284149675792494,-0.03368329656909083,0.10593791538104105,-0.04385335207315366
konut,0.16205130536994009,-0.16726722740692435,-0.10543703852138996,-0.1361545832067742,-0.028693784638974724,0.3740975423298591,-0.09286865857149645,-0.08940269945035961,0.035253490569354326,0.04842165352676689
konutları,-0.037779182974763084,-0.07856073918529581,-0.03812910240292544,0.11918416755822661,-0.010194991546910778,0.02888587495878335,-0.05122298479465176,-0.03259342614379174,0.03407085111428993,0.06633953341703842
konuyu,0.11461363785645504,-0.060301758851795374,-0.04403289818503874,-0.029348571390191383,-0.015446065629783247,0.11233188233299639,-0.08457761797264457,-0.04376869413777263,0.08308612681245858,-0.03255604083468402
konuğu,-0.13285786614486716,0.467226282838034,-0.0469907544179288,0.044466743165208815,-0.05456785059981489,-0.15415468664089663,0.11427305636843933,-0.10330494115977798,-0.11878855400888444,-0.015301429399512125
konuğumuz,-0.02330640878632007,-0.07309886147975693,-0.03897467619042584,0.02802039234268825,-0.020827182434389392,0.0708016722468652,-0.0716713169272003,0.170482497412407,0.00436386227456166,-0.04578997845842951
konuşacağız,-0.0734379728015561,-0.022260381032918858,-0.04346564495128736,-0.039897908816986495,-0.015758308397547934,0.14687177581605956,0.06493414409187395,-0.02536538873774139,0.03337472790043921,-0.024995043070334476
konuşma,0.06393913667398383,0.32210302096392307,-0.11192913073020383,-0.07357353946783333,-0.03425769973434754,0.08417963460280087,0.022711092134852156,-0.09971203618155397,-0.013472486912763119,-0.15998799134885866
konuşmacı,0.1285773875508253,-0.02661743555230458,-0.06849824971371876,-0.052532387044365685,-0.020763234441791536,0.09517598492592315,-0.08271231883487427,-0.07530958633753598,0.1382234494738248,-0.03554361002598238
konuşmak,-0.015228205082141824,0.08000638687797591,-0.06354742399790933,0.04732222678701791,-0.028431917642573603,0.08087033978959374,0.07500710927958895,-0.06746327410227435,-0.04576143169822175,-0.06277381021105544
konuştuk,-0.19857949066392064,0.18266697802873194,-0.10043029318754586,0.016176925722930703,-0.04845172477770226,0.12381761986498209,0.04798249577108555,0.14849408370998662,-0.09482567389773022,-0.07685092057081792
konya,-0.3250493055432977,-0.18306194927467515,-0.22496124325120836,0.15121552814133785,-0.09099808893893647,0.622605178132326,-0.20660287587937212,-0.10413551151451746,-0.14909470793104088,0.5100829760593825
konyaaltı,-0.00011241816950099083,-0.01358732830895567,-0.023913863598416723,0.06484492744743868,-0.006353918930139012,-0.03651277999888784,-0.02225677395758066,-0.025027288824540604,-0.017982120477801324,0.08090156481838444
koordinasyon,0.13396627357790267,-0.030808570639216857,-0.050597651194669926,-0.012442080538563976,-0.02202757565243035,0.04315432179293864,-0.028469773514858434,0.12036172856877227,-0.07186375429593339,-0.0812729181039406
kordon,0.012169813815139274,-0.08792435143820841,-0.0487765541473171,0.21061769924065338,-0.01855679478582941,0.2423718143855958,-0.1359409326631958,-0.04302605190310541,-0.07930524911919369,-0.051629393384538674
koreografi,-0.04984847228993515,0.8085641106283752,-0.18113638365888654,-0.12086090196383113,-0.027091885301398912,-0.1302977954021948,0.035656847580910415,-0.09155889012599053,-0.11700041692816561,-0.1264262125388826
korkmaz,-0.06795424809974991,0.37639594620917705,-0.09157669891346408,-0.08191790459661956,-0.019109497891931837,-0.13950234346685372,0.07145494275878204,-0.05986366891879891,0.08762906629541388,-0.07555559337595456
korku,-0.02337055475514854,-0.04384046303762644,0.17054722374133138,-0.1336860897227114,-0.04472223922148836,0.019783696261316364,-0.017932205474573203,0.22309492141732035,-0.11108544273278291,-0.038788846475637344
korlas,-0.29083871431179265,-0.3016831755242488,-0.3305078190274519,-0.33643898661712474,-0.06858782935518519,-0.3006203103861616,-0.15743048043688745,1.676547131313608,0.15441871514847919,-0.044858530803232044
koruma,-0.055623425035467695,-0.019429431883494035,-0.09951067398704397,-0.05363374491696884,-0.08603710224886343,0.3477555538554891,-0.08655000693576209,-0.17564053773639304,0.36070140229596165,-0.13203203340745853
koruma günü,-0.07482068522809696,0.09671686091141696,0.04013530911634258,-0.03609052100860994,-0.034116226161172505,0.05239615096026805,0.1022348867263975,-0.03556399545202388,-0.02763700261214031,-0.08325477725238146
korumak,-0.0932661463236012,-0.045903483193770314,0.0034428174663404727,0.034288614008519236,-0.04730526732775306,0.2586121355900594,0.1067251154672315,-0.13141260164058552,0.03022544391075389,-0.11540662795719463
koruması,-0.08864880848608458,-0.07584165297765597,0.16188274303654504,-0.0332537832162547,-0.021074643981395396,-0.03466464556785988,-0.07286846286514764,0.08672161801593807,0.13082255615299176,-0.053074920111077215
korumaya,-0.007980908361205326,-0.0033823191017532846,-0.017602656409253317,-0.021395815301991958,-0.015100448486622793,0.0774001998095704,0.07493600164596963,-0.04351623270106265,0.009655569277199903,-0.05301339037085063
korunması,0.014795954454829733,0.11677175123598967,-0.038452776272484064,-0.0022940811515566625,-0.01232679240944638,0.02781843411672049,-0.0316014348409532,-0.06593883638692456,-0.004226191336739468,-0.0045460274094354025
korunmasına,-0.023370327934853986,-0.026895353269546816,0.05534121616521668,0.013877673876218351,-0.006685858602779855,0.03546506691981715,-0.03909266414811499,-0.020315606272565345,-0.0006036512166489657,0.01227950448325788
korur,0.02186892497387477,-0.05169660542935846,-0.03213448631852085,-0.10417055710890198,-0.025905619621618144,0.22001408329733957,-0.029659508262787033,-0.06581006782738144,0.07501375401211828,-0.00751991771476502
koruyan,0.012588628151788411,0.03176330463919267,-0.049646003062542604,-0.02197518814170122,0.0922254616704343,0.07860198691047245,-0.04949882948704525,-0.06545270223382994,-0.008278784682619314,-0.020327873764149303
koruyucu,-0.10600612855971796,-0.07375481484340696,0.005272619448313675,-0.025212017823855366,-0.026645935098664267,0.1849831739193629,0.10335137598246591,-0.0805469318728516,0.11622387542627921,-0.09766521657792585
kostüm,-0.1626997040424335,1.1467824779705054,-0.3989850895344237,-0.10427652291230428,-0.04466109783148285,-0.24858584837479047,0.15274292879071807,-0.1569676866591172,-0.10407836855800703,-0.07927108884866486
koton,-0.05887300183094654,0.08352362520073527,0.23641473153774203,-0.06515358375636918,-0.0299233021300805,-0.026645555806556913,0.074088264828577,-0.06720538041181148,-0.06635071597692331,-0.07987508165436669
koy,-0.04402635251057545,0.04984210041016775,-0.05305189687445699,-0.04977771267995218,-0.014753370505446466,0.0041224479736002755,-0.0005331821191019989,-0.03128075013175959,0.06752282236198238,0.07193589407554211
koyu,-0.10931697369446519,0.06933904114657022,0.40567222353313104,-0.0644104810113488,-0.04032829004351548,-0.12604783584419746,-0.09996076482322286,-0.10862023966057394,-0.15385980246832143,0.22753312286594468
koyun,0.03178616334716555,0.05418234034479577,-0.005949377568416745,0.14511957686987934,-0.016539516667426035,-0.04807143966894825,-0.04867111709323547,-0.044124552141052376,0.006662374026974001,-0.07439445144973594
koyup,0.023409953031384587,-0.05760931975992064,-0.06311774071074526,0.04368157528059406,-0.017128292313634004,-0.04238487303002682,0.19280367234682205,-0.04475812901814184,0.020388355997159293,-0.055285201823491774
kozmetik,-0.10188316822941258,-0.06521750812716813,0.138473348940485,-0.09444318519102665,-0.019506832243372796,0.29321004852921856,-0.041975353138936015,-0.052199634294509425,-0.004453049176812595,-0.052004667068465446
koç,-0.13050952283466113,0.2648555909417902,-0.12890678129079516,-0.10039573203920181,-0.04673238738370572,-0.16410373140992862,0.20879599077643296,-0.07994635267663855,0.016293911357194872,0.16064901455951242
koçluk,-0.03877967964329387,-0.19345633955418087,-0.11116495039730798,-0.11697044666949323,-0.03234805909559728,0.3388659443497133,-0.09884767947573389,0.10693524916520795,0.27248072187115985,-0.1267147605504741
koşu,-0.02862594023448034,-0.11104297984180697,0.3464405531301976,-0.05873371336591214,-0.032273157302076874,-0.08703715658419231,-0.12355710255985752,0.2324652900385398,-0.05004094189048776,-0.08759485138992315
koşulları,0.008297146608632084,-0.05090602121580148,-0.082621433587838,0.005227481466400635,-0.0380962335179717,-0.05370671330489814,0.04200094679023627,0.20824716050654365,-0.0339598756495147,-0.004482458095788443
koşullarına,-0.014640367410922095,-0.08800814147513755,0.06286800922170872,-0.02726681977849471,-0.014094091795838638,-0.08520105289588695,0.09357180366436608,0.026688263058036454,0.08941571977177155,-0.04333332235960286
koşullarına uygun,-0.03627028165521927,-0.02740769940736498,0.13423886503193613,-0.016958332121064203,-0.003257274875141701,-0.04166010561631834,-0.013806705187427555,-0.012108685771498257,-0.025633893788828504,0.04286411339092666
kral,-0.17001169535040642,0.769414713239545,-0.26815057172785195,-0.22520773135522443,0.3282393771040129,-0.006529413670734444,-0.3349896840218108,0.09034223646483144,-0.2462338854686452,0.06312665478628189
kravat,0.2557748147468194,-0.13150671338122122,0.3837800611596985,-0.08254057380902151,-0.02724451859353853,-0.08247273798544605,-0.07791682243858494,-0.046450634601417934,-0.09528247872301228,-0.09614039637427635
kreatif,0.07506423955089829,0.06818522951803681,0.023478514860542397,-0.05703743906494496,-0.01626212641534189,-0.018204385864214714,-0.05908439941622358,-0.04622320613359375,0.08782075038591812,-0.057737177421076355
kredi,-0.2641796260475607,0.3523541691447602,-0.028242744642827347,-0.025046566949010533,-0.07353683423449084,0.018683545091933183,-0.1361932211740091,-0.15110568158919435,0.27074458876526925,0.036522371635130425
kredi kartı,-0.14272481267103085,0.3301111530868063,0.10574658827054507,0.09328024777559288,-0.02595544739683852,-0.15650663273439916,-0.08003390173209331,-0.053486799748767695,-0.058314860978034386,-0.012115533871780016
kredi kartına,-0.04206699512855116,-0.042672553900469715,0.11352393107668013,-0.044183792432294776,-0.006210125214072134,-0.04925159744245471,-0.017571019847197864,-0.017238283515703362,-0.016932613681506878,0.1226030500855704
krem,0.0660363661702063,-0.10907951664683385,0.0698138377265571,-0.051412388210615154,-0.03389672969826218,0.2319642163330331,0.026226742340596392,-0.07180630897850439,-0.07055460797617899,-0.057291611059998
krema,-0.06712425492273977,-0.09823625921361352,-0.034494356772447256,0.3939031966044596,-0.01966791505076413,-0.09021776981308494,-0.05057977544239258,-0.04444172260337623,0.09255492647576179,-0.08169606926180309
kreması,-0.06891729274426693,-0.019248632902356518,-0.06244324709390331,0.36021002718560224,-0.0181189089643904,-0.05174281993503166,-0.0511468937655043,-0.03821026035392053,0.003725316038722548,-0.05410728746495065
kremayı,-0.009833209166304195,-0.016072630633292943,-0.01512306280451458,0.06696880350383524,-0.0038948599320409996,-0.026705463924443038,-0.011091089563927027,-0.007308748351656679,0.03811993535570721,-0.015059674483363046
kremi,-0.0996269001914672,-0.13037396518951894,0.4321868236179575,-0.08717999007369615,-0.02964147017741079,0.03290070502411775,0.0440541094556368,-0.048717405653447655,-0.03371140026170077,-0.07989050655047071
kreş,-0.20400955408885035,-0.15420225381901256,-0.1182064691735988,-0.13722171129621588,-0.0405416370451987,-0.18909820092840193,1.0327309002862377,-0.1046154226334823,-0.021050405874848598,-0.06378524542662871
kripto,-0.025719812098770806,0.11620166206599601,-0.16657913644498917,-0.15514213555241163,-0.06709236427083547,-0.20013324966062415,-0.1073950813349788,0.024921517458603253,0.7217438551201356,-0.14080525528212434
kristal,-0.012689662756585746,-0.010005027955057312,0.060615242230408456,0.08619196647030511,-0.030800683288818673,0.028035730517591857,-0.04662327683986497,-0.06535326124433148,-0.058995433496223666,0.049624406362576805
kritik,0.09034902730119757,-0.055783007090415705,-0.00805876429716775,-0.04448955209323775,-0.02061872917837852,0.006729991561538422,-0.04649235856676921,-0.06666150588555475,0.21225886165239868,-0.06723396340361103
krizi,-0.06286875910088416,0.017734159685445956,-0.03983064803185926,0.010204998705428235,-0.012893062702600837,0.09065278276254865,0.1249002507550667,-0.06397868939887068,-0.016823756246183194,-0.04709727642809183
krom,0.016719618610512157,-0.055595620531777544,-0.023386516575099613,-0.013564285542902283,-0.013322439486566128,-0.10662027748211599,-0.044917930542575826,-0.033022195823099273,0.3236623310734936,-0.04995268369986954
kronik,-0.019402644325077347,-0.03957851998589561,-0.03319267384200868,-0.06753594106462588,-0.011589525940644172,0.34655680257613874,-0.030171579961434575,-0.04222321123422759,-0.061254390228330055,-0.04160831599389398
kruvasan,-0.04378452936942437,-0.10436370196889756,-0.09616855504742201,0.5127854528073506,-0.020392477220767587,-0.07575445457106358,-0.02504171608677647,-0.035652006401062905,-0.06215373948345602,-0.04947427265847835
kulak,0.2592270365486377,-0.06859890677236657,-0.1807577763247442,-0.10340069086388534,-0.04524434442595153,0.1365391919171415,0.01734339488489792,-0.12824064786062153,0.21406951488474846,-0.10093677198785607
kulaklık,-0.12096671806948754,-0.07953697124961347,-0.0590324952584723,-0.12292281543509057,-0.07597477917140077,-0.1655068268605964,-0.09708027008311712,-0.0663210314454772,0.8280500644429644,-0.04070815686971129
kulesi,0.14505745202248166,-0.02047771436403485,-0.03755904549682642,0.10689078339514105,-0.013071090204753269,-0.07470900073953181,-0.05651252126693806,-0.03661531069386891,-0.01874876172366209,0.005745209071992925
kullanabileceğiniz,-0.006717736899045415,-0.07805180609321594,0.10997766027860714,-0.008563541952421896,-0.03153492986565717,-0.09012736935183512,-0.017035331117551154,-0.023871222911607804,0.13389185118698804,0.012032426725739445
kullanabilirsiniz,0.26677673252099704,-0.11374064541779158,-0.09840583583934893,0.03199377816781283,-0.038707873418764825,-0.04432809577122407,0.1826675850251559,0.01725512079215367,-0.16353842214759096,-0.03997234391139991
kullanan,-0.06677420524278282,0.08167562317840805,-0.021715733970027018,0.039282865315281724,-0.02399934257996096,0.05860913080937441,-0.05343505027925795,0.009480825435850587,-0.01849786470416236,-0.004626247962724056
kullanarak,0.0925162892620931,-0.05605884671121636,-0.09700783306695941,-0.00853145236193596,-0.05200337001650195,0.10086875811007179,-0.048914666336296535,-0.03420126645507929,0.13826915611183016,-0.0349367685360053
kullandım,-0.01979837050878055,-0.07319166484709959,0.04581794261840413,0.08416710307377367,-0.011313867699893815,0.044734931625173384,-0.0579778110751869,0.04473110537987997,0.008133468701559166,-0.06530283726782972
kullandığı,-0.059256902851661596,0.2057794609140836,0.13414890765906776,-0.07397686691975587,-0.02481320175120009,-0.11171067901334455,-0.0731136388410763,-0.08976701209097211,-0.01771862372032805,0.110428556615187
kullandığım,-0.15338708358357445,-0.12576773719045234,0.22464181291679458,-0.09685292403699773,-0.03225283612887786,0.21583850182989434,-0.06250570906437197,-0.020913774641789055,0.017654415402325832,0.03354533449704859
kullanmak,0.04237240296309136,-0.08696566560243127,-0.012274338441172452,-0.04442441088252458,-0.030339010119289495,0.04309438585111084,-0.08694901441334275,-0.05995058097698335,0.20831862545613847,0.02711760616540375
kullanmaya,-0.056199536951864054,-0.07122521087179993,0.08104021529904148,-0.02438423413483179,-0.014611737078953475,0.08818574547721256,0.026245741619206158,-0.03545600745862794,0.02363356137360578,-0.017228537272988894
kullanıcı,-0.15663851450784974,0.002901959457291994,-0.022479742814467428,-0.006127149512948831,-0.04604834908501382,-0.1577737026100913,-0.055989419426368474,-0.04233286453698108,0.5775182547522834,-0.09303047171585387
kullanıcı dostu,-0.06253962333262225,-0.06477380073092533,-0.05183097722237113,0.03689830450921673,-0.024611624906347763,-0.05301553788367111,-0.015329725609906208,-0.028996569884200758,0.30388215492703724,-0.03968259986620854
kullanılabilir,-0.04450374286982948,0.01573989023895876,-0.06833010452428015,-0.023412699419569284,-0.02067098494832732,-0.07001551561101524,0.07517407508489998,-0.03685376462949053,0.2454896771072222,-0.07261683042856915
kullanılan,-0.09057611904172283,-0.022087268314171772,-0.08297717708401772,-0.0400468719984453,-0.058000905195962044,0.03677461985224232,-0.02156735037427747,0.030780392817175494,0.19171091279291444,0.05598976654626446
kullanılarak,0.025575663662846956,0.01283087340418641,-0.03741220463482185,-0.029990829584437374,-0.016408301215314034,-0.011334819484598878,-0.015869086434351354,0.011938167713324144,0.05920212887672246,0.001468407696443494
kullanılmaktadır,0.022690277305290104,0.018442241974859677,-0.04578866571026344,0.012648009952808327,-0.009206118575164377,0.018132349477958273,0.0057360082209760655,-0.004853079819733088,0.008552539130356288,-0.02635356195708781
kullanılması,0.012659074692687747,-0.010092146553456287,-0.023568286128381345,-0.01814363684341253,-0.010403679589546846,0.07911772996200749,-0.049682816808738074,-0.035683694524631424,0.10037279203559824,-0.04457533624212701
kullanılır,-0.07845786864100439,-0.038821763329792904,-0.04287167277804923,-0.10189838551120022,-0.023908369379973128,0.07745352649157142,-0.07592429489879908,0.017694441938883487,0.28234897509759,-0.015614588989226678
kullanım,0.2585039244313633,-0.2188116020301962,-0.09483300995830307,-0.20184172457151142,-0.0728727262414694,0.005959734364835553,-0.08244577740193279,-0.07842069244608005,0.6633638016574644,-0.17860192780416914
kullanıma,-0.1364417215891983,0.08904176271411016,-0.06652401854094847,-0.10825692870593169,0.3954644773600324,-0.07089281627283743,-0.028578140217423418,0.051648533334666825,0.0036073134056722597,-0.12906846148814127
kullanımda,0.12102959908697634,-0.05769549442445219,0.281233013585743,-0.047177503002040724,-0.026715000205343207,-0.0607420299426362,0.0005887380955227717,-0.09203347090240725,-0.07249734100705424,-0.045990511284308186
kullanımı,-0.0357434274959789,-0.17212979373919718,0.0062971133188485335,-0.037569875469562544,-0.049811302136675874,0.0557164992831897,0.008813677762745022,-0.107180812474912,0.18081821769127795,0.150789703260265
kullanımına,0.015026206634107774,0.04698571587148094,0.018706856962747247,-0.019403500585849647,-0.014836624140046646,0.0909808161326797,-0.02547708735210255,-0.052587200766294376,0.0058607330913952324,-0.06525591584811773
kullanımını,0.0063520315787308325,0.01703669180270679,0.026198146212850576,0.02966363286339445,-0.009509236046036687,0.02720308346120247,-0.03588357177658684,-0.0282365645927474,-0.04445752631550404,0.011633312811989904
kullanın,-0.08663692033444907,-0.08816956367160854,0.07696347527974944,-0.037009493554382045,-0.029104388476321165,0.26654135037944615,-0.00012116182936265733,-0.06519844630039252,0.06371263916261388,-0.10097749065529371
kullanışlı,-0.047738787166389816,-0.07528803798441003,0.15227547584115028,0.0001953500286770441,-0.02300180811427148,-0.10872011945695854,0.0852823565659235,-0.027015500280239527,0.09034246758688802,-0.04633139702036887
kulübü,-0.02288793836750047,-0.08062103988433365,-0.13627206316239013,-0.25132838830708404,0.506288741835352,-0.20142740281523266,0.2429837308098324,0.20036794648312534,-0.17976231880343213,-0.07734126778833673
kulüp,-0.14050218337974993,0.138265145763933,-0.06061256338013239,-0.08648692258470193,-0.04499224375541645,-0.2004715646970569,-0.012971322103434373,0.6621089805103738,-0.1248500815538606,-0.12948724481995658
kum,-0.06386265000787227,0.05751820867684579,-0.0253063802065112,-0.044972020973210916,-0.0306558810343173,0.012233599085174263,0.05548400608491643,-0.015617322872770031,-0.02726385808548908,0.0824422993332341
kumaş,0.4442758980495167,-0.18992823781062268,0.4929675924727604,-0.20092714307195197,-0.052703198596525384,-0.09179489269813403,-0.04563030430871668,-0.12983623068134933,-0.05940774651356502,-0.1670157368414117
kumsal,-0.011847104027651555,0.09899526091276714,-0.03230305083488588,0.1821130898785724,-0.01119152010967497,-0.044431869161387444,-0.05791169867425523,-0.0338975319863454,-0.03700760801510744,-0.052517967982032114
kunefe,-0.01226358527387095,-0.027496109622823783,-0.016275570529716156,0.12345004220774919,-0.0038799845482308114,-0.014235352401089493,-0.006978369300975574,-0.009656177469873937,-0.012611447566145366,-0.020053445495023112
kupa,-0.09006329035211653,-0.10587645482312802,0.028448700774745813,-0.11580071330938625,-0.04159387980844398,-0.0676036839599064,-0.12261884275749964,0.4578972032189737,-0.011012820790295119,0.068223781807057
kupası,-0.16602534918259007,-0.21702080330131576,-0.1687340336514621,-0.1626364716865047,-0.08295391901781933,0.04730215328179499,-0.21127836515402365,1.1688185797182158,-0.13159097059165742,-0.07588082041463858
kurabiye,-0.00977594746493976,-0.03280714496104838,-0.07872369478225681,0.40412947046530695,-0.01838100450227649,-0.012111533536789428,-0.07084554814639363,-0.03882362250166045,-0.0721064100725668,-0.07055456449737599
kuran,0.17575060713666635,0.23571908461106886,-0.1474904698444095,-0.16866879338599514,-0.05594807151066574,-0.1388214092857107,0.28111059202635164,-0.14963138302215656,-0.06999938483336826,0.037979228108218716
kuranı,0.19405761316095324,0.0024871847702096963,-0.14880984365569544,-0.0747452028694521,-0.018670890408667196,-0.023725692959902706,0.1141241461609843,-0.04980095122993087,-0.08345186215187846,0.08853549918337979
kuranıkerim,-0.10154028708512534,0.18095748596923922,-0.1119607421762551,-0.13316290579895768,-0.03430307932924138,0.11891871140029633,0.44135629742538934,-0.08818731680917581,-0.1436408954925461,-0.1284372681036227
kurban,-0.16035674406686465,-0.2516959699746612,-0.1400622194081032,0.007647622553405849,0.3425232690402921,-0.19014727845433033,0.28797307514198267,0.026304621983745325,-0.05344726253807546,0.13126088572260913
kurban bayramınız,-0.05527990335729831,-0.09061033050759237,-0.1152092592349014,0.05075710978660947,0.21754847898849086,-0.03402798647379841,-0.02765148377239444,0.04408689633951841,-0.007386222857706068,0.01777270108907198
kurbanbayramı,-0.14678418328378387,0.12122384684137097,-0.08294176149055231,-0.09156497095233042,-0.04907660213467124,-0.07531988395783162,0.12905184531164254,-0.14187276179745711,0.15909270974136222,0.17819176172225137
kurduk,0.1047700929316043,-0.03636869721885623,0.070059926792214,-0.03378364607019387,-0.023826264072248023,-0.11693279030441853,0.06486793949888803,-0.07321056722262634,0.06713997608974999,-0.02271597042411345
kurduğu,0.00871595010495895,0.04497531166685464,0.004882589258349517,0.11158434657605232,-0.034891388089464084,-0.008876195095238227,-0.048808505422628684,-0.03147138850443287,0.012493755969694032,-0.05860447646414555
kurduğumuz,-0.09538924968228904,-0.0034757125054267752,-0.061356681986785254,-0.009318590326150684,-0.025092514602711204,0.10811625240561072,0.11639668282526787,-0.024275704185920968,-0.043047701396081606,0.03744321945448707
kurma,-0.011927609711811612,0.12463193344512338,-0.03539543080246662,-0.026990901612419838,-0.017145672992746545,-0.0006519285203637778,-0.034513418091033185,0.018173372619808496,0.0364351250638362,-0.05261546939792662
kurmak,-0.18353629495186288,-0.08736794238047468,-0.13062154176315088,-0.11134289436747043,0.4094850478442105,0.1735072876497859,0.12905202088203951,-0.1038933259782507,-0.12868159055483408,0.03339923362000802
kurs,0.013846052653148975,-0.2848810289572639,-0.10617414762839933,-0.14348695007490633,-0.056761178222673375,0.1445539187582935,0.142040884252146,0.51260973118975,-0.19574468796577033,-0.026002594004325696
kursu,0.010102418881855424,-0.1333097024625144,-0.05746172142872537,-0.12031604621601026,-0.03670316227820193,0.017421295435495174,0.1442509405134713,0.30890584989096825,-0.17647372545152765,0.04358385311518955
kurtarma,-0.0716218367536877,0.13462223791797368,-0.07394567996958294,-0.04305315427472459,-0.02429456611855719,0.05791492714964319,-0.01963933941918978,-0.10607940171941932,0.09000069069335197,0.05609612249419266
kurtulmak,0.07077708942229213,-0.08417338245856963,-0.026329460632984712,-0.0462859227438552,-0.013603141324388314,0.16190015316019693,-0.005371392560125036,-0.0383806075045934,0.013084314652955214,-0.03161765001092849
kurtuluş,-0.03367807996097423,0.01958947226588915,-0.10597116054753779,0.028323455222341625,-0.04264615684286585,0.2780506600683226,-0.06372391417281645,-0.10850727161659884,-0.16312732533104787,0.19169032091528646
kurtuluşunun,-0.0822970199711244,-0.14846393334941388,-0.02143272133151141,-0.06976407283556624,-0.02472544521076628,0.19171301909420838,0.056373326201221485,-0.13555065121634596,-0.09602701651695285,0.33017451513625173
kuru,-0.10719919645305057,-0.2736240681751179,-0.1540823455577133,0.7730079240848136,0.2909015030627553,-0.0474885413578949,-0.16285193499308911,-0.09166539227473336,-0.028792285084230547,-0.19820566325173733
kurucu,0.04008547865894608,-0.09477035562675805,-0.08641668085761615,-0.005386420020453997,-0.030945683659903835,-0.0791077943854706,0.07353779610530282,-0.004501898246142652,0.3308036586135572,-0.14329810058146075
kurucusu,-0.20426470490073134,-0.14908265490617095,-0.1021189462511078,-0.046997629441699336,-0.11481062185216169,-0.1677784429278482,0.49422741361570843,0.25719690979168663,0.10976025256616605,-0.07613157569384334
kurucusu gazi,-0.15654029663831012,-0.2200142002635624,-0.052011531365031394,-0.03668653123091172,-0.05859645763408413,-0.05075257848961553,0.24998017988964366,0.20453894068813389,0.11115418793480161,0.008928287108935812
kurucusu ulu,-0.09193056723965373,0.052860125609863674,0.014151973179116565,0.03586920712315209,-0.03312318950979669,-0.06397693584146816,0.2328921010571776,-0.12149473519486013,0.025344266173590996,-0.05059224535712165
kurulan,0.1879237728799709,-0.09091012329780158,-0.056647113188932126,-0.013807622310144438,-0.03495293582909172,0.11026935525648364,-0.07493788000020571,-0.1091211931507135,0.0995318065086176,-0.01734806686818381
kurulu,-0.08949026285079839,-0.3001681183514252,-0.04087880923036797,-0.23927614219756077,-0.1207306058421051,0.0596830913236353,-0.09936720927521657,0.7126305957064495,0.23041866496852584,-0.11282120425113612
kurulu başkanı,-0.03643904770326095,-0.047780848596868805,-0.026468349878200084,-0.04667800250318688,-0.024819506441464873,0.0466762029315016,0.025022318448875945,-0.08974104547231303,0.04434868735287485,0.15587959186204212
kurulu başkanımız,-0.019195371706212775,-0.16042478138491248,0.04221807699402101,-0.017527085775338406,-0.0269630674266635,-0.024289666968477126,-0.04722517710738591,0.14351317587625928,0.19459846953600263,-0.08470457203729347
kurulu üyesi,-0.03946944229471213,-0.036235429773945324,-0.03289014643027148,-0.05639153451587849,-0.01852900685169744,-0.06841512979842397,-0.03447503646100209,0.18309478630199558,0.020515748046668093,0.08279519177726684
